SARS-CoV2 E,O00743,PPP6C,0.027081208,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,O14556,GAPDHS,0.009659058,0.69,0.33,0|0|1,0|1|1|2|1|1|1|0|0|1|1,0.41,0
SARS-CoV2 E,O14617,AP3D1,0.460963359,0.18,1.67,0|1|4,0|0|0|0|0|0|0|0|0|0|0,16.67,0.33
SARS-CoV2 E,O14654,IRS4,0.293700957,0.05,2,2|3|1,0|0|0|1|0|0|0|0|0|0|0,20,0.65
SARS-CoV2 E,O14730,RIOK3,0.20943204,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,O14735,CDIPT,0.035457565,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,O14757,CHEK1,0.344766814,0.6,2,1|2|3,2|2|2|4|3|1|1|4|5|2|2,0.79,0
SARS-CoV2 E,O14776,TCERG1,0.041729881,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,O14965,AURKA,0.013351515,0.48,0.67,0|2|0,0|1|1|2|2|0|3|1|1|0|0,0.67,0.06
SARS-CoV2 E,O15042,U2SURP,0.336987969,0.69,19,12|22|23,25|31|14|16|16|24|23|14|25|17|21,0.92,0
SARS-CoV2 E,O15145,ARPC3,0.215369376,0.69,0.67,0|1|1,2|1|0|1|0|1|0|1|1|0|1,0.92,0
SARS-CoV2 E,O15235,MRPS12,0.305616182,0.59,3.33,1|6|3,6|2|6|6|4|3|1|6|3|1|2,0.92,0
SARS-CoV2 E,O15347,HMGB3,0.227397441,0.56,6.67,0|10|10,2|6|3|14|9|4|1|0|3|8|5,1.33,0.01
SARS-CoV2 E,O15371,EIF3D,0.262384875,0.69,0.67,0|1|1,0|0|0|1|0|0|0|0|1|0|0,3.67,0
SARS-CoV2 E,O15372,EIF3H,0.235578055,0.69,0.67,0|1|1,0|0|0|1|0|0|0|0|0|0|0,6.67,0
SARS-CoV2 E,O43175,PHGDH,0.322416579,0.16,3.67,2|5|4,1|2|5|2|0|1|1|1|2|1|0,2.52,0.38
SARS-CoV2 E,O43290,SART1,0.234452088,0.36,1,0|1|2,0|0|0|1|1|0|0|1|1|0|0,2.75,0.23
SARS-CoV2 E,O43390,HNRNPR,0.00619531,0.69,0.33,0|0|1,0|7|5|3|0|0|0|0|2|0|0,0.22,0
SARS-CoV2 E,O43396,TXNL1,0.190332988,0.5,1.33,0|1|3,3|1|3|3|0|0|0|1|3|2|1,0.86,0.04
SARS-CoV2 E,O43482,OIP5,0.313568215,0.69,1,1|1|1,3|1|1|1|1|2|2|0|2|1|1,0.73,0
SARS-CoV2 E,O43583,DENR,0.193306002,0.38,1.33,0|1|3,1|0|0|4|1|2|0|0|1|0|0,1.63,0.2
SARS-CoV2 E,O43663,PRC1,0.012841162,0.69,0.33,0|0|1,0|0|3|1|1|0|0|2|0|1|0,0.46,0
SARS-CoV2 E,O43670,ZNF207,0.228413355,0.15,2,0|4|2,0|1|1|2|3|1|0|0|0|0|0,2.75,0.41
SARS-CoV2 E,O43684,BUB3,0.21692872,0.54,4.33,0|5|8,5|4|3|6|5|2|2|2|5|5|3,1.13,0.02
SARS-CoV2 E,O43809,NUDT21,0.221720854,0.45,2.33,0|4|3,1|2|2|4|2|2|1|1|0|2|2,1.35,0.1
SARS-CoV2 E,O43813,LANCL1,0.040476497,0.69,0.33,0|0|1,1|1|1|0|0|1|0|0|1|0|0,0.73,0
SARS-CoV2 E,O43837,IDH3B,0.301579754,0.69,1,1|1|1,2|3|4|3|2|1|1|1|2|4|3,0.42,0
SARS-CoV2 E,O60547,GMDS,0.020140418,0.69,0.33,0|0|1,0|0|2|0|0|0|0|1|2|1|1,0.52,0
SARS-CoV2 E,O60563,CCNT1,0.102648021,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,O60716,CTNND1,0.21944688,0.42,1.67,0|2|3,0|3|3|0|1|0|0|1|1|3|1,1.41,0.14
SARS-CoV2 E,O60762,DPM1,0.170344571,0.19,1.33,0|3|1,0|0|0|0|0|0|0|0|0|0|0,13.33,0.33
SARS-CoV2 E,O60828,PQBP1,0.117850806,0.33,0.67,0|0|2,0|0|0|2|0|0|0|0|0|0|0,3.67,0.29
SARS-CoV2 E,O60832,DKC1,0.207268264,0.69,0.67,0|1|1,1|2|1|1|1|1|0|0|2|0|1,0.73,0
SARS-CoV2 E,O60841,EIF5B,0.219158136,0.65,6.33,0|8|11,8|9|10|13|14|6|2|3|6|5|5,0.86,0
SARS-CoV2 E,O60869,EDF1,0.329170314,0.17,5,1|5|9,3|4|2|5|2|2|1|1|2|2|3,2.04,0.34
SARS-CoV2 E,O60884,DNAJA2,0.304976055,0,3,3|2|4,0|0|0|0|0|0|0|0|0|0|0,30,0.98
SARS-CoV2 E,O60885,BRD4,0.97848835,0,2.67,2|2|4,0|0|0|0|0|0|0|0|0|0|0,26.67,0.97
SARS-CoV2 E,O75190,DNAJB6,0.040685819,0.69,0.33,1|0|0,0|0|0|0|0|0|0|1|0|0|0,3.33,0
SARS-CoV2 E,O75340,PDCD6,0.215706985,0.64,3,0|4|5,3|4|8|7|4|4|4|3|5|4|3,0.67,0
SARS-CoV2 E,O75367,MACROH2A1,0.01578298,0.69,0.33,0|0|1,0|4|3|2|0|0|0|0|0|0|0,0.41,0
SARS-CoV2 E,O75400,PRPF40A,0.328298114,0.57,4,1|5|6,3|3|3|5|3|5|2|2|4|3|5,1.16,0
SARS-CoV2 E,O75475,PSIP1,0.214666334,0.69,0.67,0|1|1,1|1|2|4|1|0|0|2|0|1|1,0.56,0
SARS-CoV2 E,O75531,BANF1,0.38012619,0.4,1.67,1|2|2,2|2|3|4|0|0|0|0|0|0|0,1.67,0.16
SARS-CoV2 E,O75533,SF3B1,0.169380598,0.37,1.67,0|1|4,1|1|1|1|0|1|1|1|2|0|3,1.53,0.23
SARS-CoV2 E,O75554,WBP4,0.137027918,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,O75694,NUP155,0.331299949,0.42,3.67,1|4|6,5|1|2|1|2|2|1|1|4|5|2,1.55,0.13
SARS-CoV2 E,O75817,POP7,0.422467289,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,O75821,EIF3G,0.264277839,0.69,0.67,0|1|1,0|0|0|0|2|0|0|0|0|0|0,3.67,0
SARS-CoV2 E,O75937,DNAJC8,0.220652759,0.35,5.33,0|6|10,3|2|1|9|5|3|1|1|2|4|3,1.73,0.25
SARS-CoV2 E,O75940,SMNDC1,0.346565683,0.51,5,3|7|5,3|4|3|4|5|5|1|2|3|2|3,1.57,0.04
SARS-CoV2 E,O76031,CLPX,0.237160071,0.69,0.67,1|1|0,0|1|0|1|1|0|0|0|0|1|0,1.83,0
SARS-CoV2 E,O94832,MYO1D,0.109803271,0.69,0.33,1|0|0,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,O94903,PLPBP,0.336235049,0.64,4,3|4|5,7|6|4|4|3|3|4|4|4|5|6,0.88,0
SARS-CoV2 E,O95218,ZRANB2,0.338292526,0.33,1,1|0|2,0|0|2|0|0|0|0|0|0|0|0,5.5,0.29
SARS-CoV2 E,O95232,LUC7L3,0.328474401,0.69,15,10|18|17,18|19|18|21|25|18|17|18|21|8|14,0.84,0
SARS-CoV2 E,O95336,PGLS,0.008870481,0.69,0.33,0|0|1,1|0|0|0|1|1|0|1|2|2|7,0.24,0
SARS-CoV2 E,O95372,LYPLA2,0.315910821,0.69,1,1|1|1,2|2|3|2|0|0|0|0|0|0|0,1.22,0
SARS-CoV2 E,O95456,PSMG1,0.280915071,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|1,6.67,0
SARS-CoV2 E,O95801,TTC4,0.064868702,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,O95881,TXNDC12,0.32131143,0.69,2.67,1|4|3,5|5|7|5|5|4|2|6|4|4|3,0.59,0
SARS-CoV2 E,P00403,MT-CO2,0.010143779,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,P00441,SOD1,0.015672997,0.69,0.33,0|0|1,3|1|1|0|0|0|0|0|1|1|0,0.52,0
SARS-CoV2 E,P00492,HPRT1,0.332235761,0.46,3.33,1|5|4,2|3|3|2|1|2|1|2|4|2|2,1.53,0.08
SARS-CoV2 E,P00558,PGK1,0.207535767,0.69,0.67,0|1|1,1|2|1|2|3|0|0|0|1|1|2,0.56,0
SARS-CoV2 E,P01889,HLA-B,0.254791155,0.69,0.67,0|1|1,0|0|0|0|0|0|0|0|0|0|0,6.67,0
SARS-CoV2 E,P04075,ALDOA,0.011764553,0.69,0.33,0|0|1,1|1|1|1|2|0|0|1|2|0|1,0.37,0
SARS-CoV2 E,P04080,CSTB,0.332479033,0.65,5,3|6|6,5|7|6|4|5|5|5|6|8|3|5,0.93,0
SARS-CoV2 E,P04406,GAPDH,0.326681171,0.62,3.67,2|3|6,7|6|3|4|2|3|3|4|7|2|4,0.9,0
SARS-CoV2 E,P04792,HSPB1,0.014616636,0.69,0.33,0|1|0,0|0|0|1|1|0|0|1|0|0|0,1.22,0
SARS-CoV2 E,P04843,RPN1,0.347699674,0,8.33,6|10|9,0|0|0|0|0|0|0|0|0|0|0,83.33,1
SARS-CoV2 E,P04844,RPN2,0.324321532,0.05,2.33,1|2|4,0|0|0|0|0|0|0|0|0|0|0,23.33,0.65
SARS-CoV2 E,P05023,ATP1A1,0.330668563,0,8.67,8|9|9,0|0|0|0|0|0|0|0|1|0|0,86.67,1
SARS-CoV2 E,P05114,HMGN1,0.203490753,0.49,3.67,0|7|4,1|4|4|6|6|0|1|2|3|2|4,1.22,0.06
SARS-CoV2 E,P05141,SLC25A5,0.322795413,0.53,4.67,3|5|6,3|4|4|5|3|2|4|3|5|0|0,1.56,0.02
SARS-CoV2 E,P05165,PCCA,0.334587749,0.69,13.33,7|14|19,24|29|17|10|11|21|24|7|29|21|21,0.69,0
SARS-CoV2 E,P05166,PCCB,0.34326216,0.68,12,7|14|15,18|20|6|5|6|19|18|4|27|16|13,0.87,0
SARS-CoV2 E,P05198,EIF2S1,0.258519315,0.12,1.33,0|2|2,0|0|0|3|0|0|0|0|0|0|0,4.89,0.54
SARS-CoV2 E,P05204,HMGN2,0.323314928,0.64,6.33,2|8|9,4|3|7|8|6|5|6|7|9|9|5,1.01,0
SARS-CoV2 E,P05386,RPLP1,0.208408219,0.69,0.67,0|1|1,1|2|1|1|0|0|0|0|4|0|0,0.81,0
SARS-CoV2 E,P05387,RPLP2,0.345111119,0.53,4,2|5|5,2|8|5|6|0|1|0|0|6|1|2,1.42,0.02
SARS-CoV2 E,P05388,RPLP0,0.207456967,0.4,1,0|2|1,0|2|1|2|0|0|0|0|1|0|0,1.83,0.17
SARS-CoV2 E,P06493,CDK1,0.373985532,0.11,3,1|3|5,0|0|0|0|0|0|0|0|2|1|2,6.6,0.6
SARS-CoV2 E,P06576,ATP5F1B,0.32303148,0.54,4.67,2|5|7,4|4|8|5|4|2|2|2|2|2|3,1.35,0.02
SARS-CoV2 E,P06733,ENO1,0.32591095,0.69,4,2|4|6,12|7|7|8|7|4|6|4|6|4|5,0.63,0
SARS-CoV2 E,P06748,NPM1,0.190428145,0.69,3,0|6|3,4|15|14|15|2|0|0|1|10|3|2,0.5,0
SARS-CoV2 E,P07195,LDHB,0.01173024,0.41,0.67,0|0|2,1|1|1|1|1|0|0|0|2|0|0,1.05,0.15
SARS-CoV2 E,P07305,H1-0,0.216486003,0.69,0.67,0|1|1,1|2|3|1|1|0|0|0|1|0|0,0.81,0
SARS-CoV2 E,P07355,ANXA2,0.224340895,0.53,1.33,0|2|2,2|2|2|2|0|2|1|1|2|2|1,0.86,0.02
SARS-CoV2 E,P07437,TUBB,0.305205157,0.62,4.33,4|5|4,5|4|7|3|6|2|2|5|4|2|3,1.11,0
SARS-CoV2 E,P07814,EPRS1,0.008191833,0.69,0.33,0|0|1,0|0|1|1|2|1|1|1|0|0|2,0.41,0
SARS-CoV2 E,P07910,HNRNPC,0.22782076,0.42,3,0|3|6,0|7|7|3|0|0|1|0|6|0|0,1.38,0.14
SARS-CoV2 E,P08195,SLC3A2,0.341170891,0,2.67,2|3|3,0|0|0|0|0|0|0|0|0|0|0,26.67,0.98
SARS-CoV2 E,P08237,PFKM,0.010568497,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,P08559,PDHA1,0.02732758,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,P08579,SNRPB2,0.341508958,0.41,1.33,1|1|2,0|1|1|1|1|0|1|1|1|0|0,2.1,0.15
SARS-CoV2 E,P08621,SNRNP70,0.0499019,0.4,0.67,0|2|0,0|1|0|9|0|0|0|0|0|0|0,0.73,0.16
SARS-CoV2 E,P08670,VIM,0.191155227,0.69,2,0|2|4,1|12|12|16|0|0|1|0|8|0|0,0.44,0
SARS-CoV2 E,P08708,RPS17,0.333244277,0.68,10.67,5|13|14,15|13|13|16|12|9|7|12|14|8|6,0.94,0
SARS-CoV2 E,P08865,RPSA,0.318338178,0.65,5.33,5|6|5,7|3|6|10|3|4|4|7|6|6|4,0.98,0
SARS-CoV2 E,P09234,SNRPC,0.034720519,0.69,0.33,0|0|1,0|0|2|1|0|0|0|0|0|0|0,1.22,0
SARS-CoV2 E,P09429,HMGB1,0.308969212,0.66,9.67,2|12|15,12|10|7|18|12|5|7|4|11|7|7,1.06,0
SARS-CoV2 E,P09543,CNP,0.228123743,0.08,1.33,0|2|2,0|0|0|1|0|0|0|0|0|0|0,13.33,0.64
SARS-CoV2 E,P09651,HNRNPA1,0.345865456,0.55,3.33,2|3|5,3|7|7|7|0|1|0|1|6|0|0,1.15,0.01
SARS-CoV2 E,P09661,SNRPA1,0.221796898,0.51,1,0|1|2,0|2|1|2|1|1|1|1|1|1|2,0.85,0.04
SARS-CoV2 E,P09874,PARP1,0.31406882,0.69,31.67,8|39|48,31|42|33|61|47|31|14|30|32|34|29,0.91,0
SARS-CoV2 E,P0DPB5,POLR1D,0.344646064,0.69,1,1|1|1,1|0|0|1|1|1|1|1|1|0|0,1.57,0
SARS-CoV2 E,P10321,HLA-C,0.223827057,0.23,1,1|0|2,0|0|0|0|0|0|0|0|0|0|0,10,0.32
SARS-CoV2 E,P10412,H1-4,0.194734322,0.34,1.67,0|1|4,0|1|4|0|0|0|0|0|3|0|0,2.29,0.26
SARS-CoV2 E,P10599,TXN,0.319096665,0.67,6.67,5|6|9,8|7|12|8|10|5|7|8|10|5|9,0.82,0
SARS-CoV2 E,P10809,HSPD1,0.301232865,0.67,6.33,5|4|10,12|8|8|3|5|4|6|6|13|12|12,0.78,0
SARS-CoV2 E,P11021,HSPA5,0.327988402,0.62,19.33,13|22|23,15|11|10|11|12|10|12|7|11|12|10,1.76,0
SARS-CoV2 E,P11142,HSPA8,0.320100788,0.69,14.33,7|15|21,22|15|22|24|23|9|12|19|21|11|14,0.82,0
SARS-CoV2 E,P11177,PDHB,0.008918595,0.69,0.33,0|1|0,0|0|0|1|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,P11387,TOP1,0.332446838,0.67,11,4|13|16,11|12|16|13|12|10|10|7|10|5|8,1.06,0
SARS-CoV2 E,P11498,PC,0.325735711,0.69,61,51|70|62,88|80|55|48|44|63|67|42|86|64|68,0.95,0
SARS-CoV2 E,P11586,MTHFD1,0.295410842,0.64,3,1|2|6,8|3|8|9|2|2|2|2|7|7|5,0.6,0
SARS-CoV2 E,P12004,PCNA,0.004521532,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,P12236,SLC25A6,0.207140896,0.52,1.67,3|1|1,2|2|2|2|2|1|1|2|1|1|2,1.02,0.03
SARS-CoV2 E,P12270,TPR,0.009074412,0.69,0.33,0|0|1,1|1|0|0|2|1|1|1|1|1|1,0.37,0
SARS-CoV2 E,P12956,XRCC6,0.021289076,0.52,0.67,0|0|2,0|7|2|5|0|1|0|0|1|0|0,0.46,0.03
SARS-CoV2 E,P13010,XRCC5,0.013299779,0.69,0.33,0|0|1,0|6|0|3|0|0|0|0|0|0|0,0.41,0
SARS-CoV2 E,P13639,EEF2,0.322047482,0.69,4.67,2|6|6,13|14|8|10|8|3|7|9|8|3|6,0.58,0
SARS-CoV2 E,P13797,PLS3,0.207221809,0.52,2,0|2|4,3|2|3|1|2|2|1|1|3|3|2,0.96,0.03
SARS-CoV2 E,P13984,GTF2F2,0.215325674,0.23,1,0|1|2,0|0|0|0|0|0|0|0|0|0|0,10,0.32
SARS-CoV2 E,P14174,MIF,0.313723424,0.69,1.33,1|2|1,3|3|1|2|2|3|4|1|2|1|2,0.61,0
SARS-CoV2 E,P14618,PKM,0.259964719,0.59,2.33,3|1|3,8|3|1|3|0|1|2|2|3|4|2,0.89,0
SARS-CoV2 E,P14866,HNRNPL,0.225187792,0.58,5,0|6|9,5|13|11|7|1|0|1|1|10|1|1,1.08,0
SARS-CoV2 E,P15311,EZR,0.051523125,0.69,0.33,0|0|1,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,P15880,RPS2,0.330860509,0.64,7.33,5|9|8,7|7|6|10|8|4|5|4|8|3|4,1.22,0
SARS-CoV2 E,P16104,H2AX,0.048771161,0.69,0.33,0|0|1,1|1|0|0|0|0|0|0|0|0|0,1.83,0
SARS-CoV2 E,P16152,CBR1,0.32697899,0.69,3.67,2|5|4,7|8|6|6|8|3|5|5|8|5|6,0.6,0
SARS-CoV2 E,P16402,H1-3,0.231059977,0.69,0.67,0|1|1,1|2|2|1|0|0|1|0|1|0|0,0.92,0
SARS-CoV2 E,P16403,H1-2,0.341101824,0.63,4.33,3|5|5,3|7|6|4|4|5|2|2|5|3|4,1.06,0
SARS-CoV2 E,P16615,ATP2A2,0.289596498,0,3.67,4|5|2,0|0|0|0|0|0|0|0|0|0|0,36.67,0.99
SARS-CoV2 E,P17096,HMGA1,0.194059725,0.69,1,0|1|2,3|3|1|4|1|2|2|1|5|1|1,0.46,0
SARS-CoV2 E,P17480,UBTF,0.442451543,0.04,2,0|3|3,0|0|0|0|0|0|0|0|0|0|0,20,0.66
SARS-CoV2 E,P17812,CTPS1,0.32348882,0.62,2.67,1|3|4,3|4|5|5|5|2|1|1|4|5|1,0.81,0
SARS-CoV2 E,P17844,DDX5,0.331936836,0.67,10.67,8|11|13,10|10|14|9|12|11|8|10|10|6|7,1.1,0
SARS-CoV2 E,P17858,PFKL,0.008286089,0.23,0.67,0|0|2,0|0|0|0|0|0|0|0|0|0|0,6.67,0.32
SARS-CoV2 E,P17987,TCP1,0.204343081,0.38,1.33,0|2|2,0|0|1|2|2|0|0|0|1|2|1,1.63,0.2
SARS-CoV2 E,P18085,ARF4,0.228725313,0.69,0.67,1|0|1,0|0|0|0|0|0|0|0|0|0|0,6.67,0
SARS-CoV2 E,P18124,RPL7,0.350795878,0.4,3,2|4|3,1|2|3|3|0|0|1|0|5|1|1,1.94,0.17
SARS-CoV2 E,P18621,RPL17,0.32825957,0.65,5,2|6|7,6|6|5|6|5|4|2|5|7|7|8,0.9,0
SARS-CoV2 E,P18754,RCC1,0.029170808,0.44,0.67,0|2|0,1|1|2|2|0|1|0|0|1|0|1,0.81,0.1
SARS-CoV2 E,P19338,NCL,0.211372229,0.6,3.67,0|6|5,1|14|9|13|0|0|0|0|8|0|0,0.9,0
SARS-CoV2 E,P20042,EIF2S2,0.324754171,0.11,1.67,0|3|2,0|0|0|3|0|0|0|0|0|0|0,6.11,0.57
SARS-CoV2 E,P20290,BTF3,0.207088818,0.69,0.67,0|1|1,0|1|1|4|3|0|0|0|0|1|0,0.73,0
SARS-CoV2 E,P20700,LMNB1,0.270345248,0.41,4,1|2|9,3|9|6|4|1|1|0|0|9|0|0,1.33,0.15
SARS-CoV2 E,P21741,MDK,0.328965051,0.57,2.33,2|2|3,4|0|4|3|3|2|2|1|4|0|0,1.12,0.01
SARS-CoV2 E,P21796,VDAC1,0.302197404,0.23,1.33,1|2|1,0|0|0|0|0|0|0|0|0|0|0,13.33,0.32
SARS-CoV2 E,P21912,SDHB,0.686283154,0,8.67,7|10|9,0|0|1|0|0|0|0|0|0|0|0,86.67,1
SARS-CoV2 E,P22061,PCMT1,0.330557616,0.69,13,8|16|15,16|14|18|20|22|14|13|17|20|7|16,0.81,0
SARS-CoV2 E,P22087,FBL,0.321613673,0.16,4,1|4|7,1|3|4|5|1|1|0|1|2|1|0,2.32,0.36
SARS-CoV2 E,P22102,GART,0.15780123,0.58,1.67,0|1|4,4|2|7|4|1|3|2|3|4|0|0,0.61,0
SARS-CoV2 E,P22314,UBA1,0.05242043,0.34,0.67,0|0|2,0|0|0|0|1|0|0|0|1|1|0,2.44,0.26
SARS-CoV2 E,P22626,HNRNPA2B1,0.338308371,0.68,8.67,3|12|11,9|28|26|26|0|2|4|1|21|2|1,0.79,0
SARS-CoV2 E,P23025,XPA,0.172096917,0.69,0.33,0|1|0,1|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,P23193,TCEA1,0.363487342,0.11,4.33,1|5|7,1|1|0|3|1|2|0|0|0|3|0,4.33,0.61
SARS-CoV2 E,P23246,SFPQ,0.312800319,0.58,4,1|4|7,1|10|6|8|2|2|2|2|5|4|1,1.02,0
SARS-CoV2 E,P23284,PPIB,0.330405077,0.69,20,14|22|24,21|25|24|22|20|21|18|18|23|20|21,0.94,0
SARS-CoV2 E,P23396,RPS3,0.327188443,0.67,13.67,10|17|14,21|10|15|15|8|5|6|12|12|12|8,1.21,0
SARS-CoV2 E,P23528,CFL1,0.316782178,0.69,2.67,1|4|3,6|7|6|6|5|6|2|3|8|2|4,0.53,0
SARS-CoV2 E,P23588,EIF4B,0.281193025,0.23,1,0|2|1,0|0|0|1|0|0|0|0|0|0|0,10,0.32
SARS-CoV2 E,P23921,RRM1,0.020397265,0.69,0.33,0|0|1,2|0|0|1|0|0|0|0|0|2|1,0.61,0
SARS-CoV2 E,P24666,ACP1,0.027487643,0.52,0.67,0|0|2,2|0|2|3|2|0|0|1|3|0|1,0.52,0.03
SARS-CoV2 E,P25205,MCM3,0.328148833,0.6,3,1|4|4,6|4|4|3|4|0|0|2|3|2|7,0.94,0
SARS-CoV2 E,P25398,RPS12,0.324395004,0.63,5.33,2|8|6,8|7|7|7|5|3|4|4|9|2|3,0.99,0
SARS-CoV2 E,P25440,BRD2,0.906592876,0,7,3|10|8,0|0|0|1|0|0|0|0|0|0|0,70,1
SARS-CoV2 E,P25705,ATP5F1A,0.310539181,0.63,6.67,6|7|7,4|5|7|4|8|5|3|4|5|6|4,1.33,0
SARS-CoV2 E,P25789,PSMA4,0.074110919,0.69,0.33,0|1|0,0|0|0|0|0|0|0|0|0|0|0,3.33,0
SARS-CoV2 E,P26196,DDX6,0.339219779,0.54,1.67,1|2|2,1|3|1|1|3|3|0|0|3|1|2,1.02,0.02
SARS-CoV2 E,P26368,U2AF2,0.338601309,0.68,17.67,8|23|22,15|16|16|24|18|16|11|13|16|10|11,1.17,0
SARS-CoV2 E,P26373,RPL13,0.318356911,0.59,5,5|5|5,3|4|6|4|1|3|3|3|5|4|3,1.41,0
SARS-CoV2 E,P26583,HMGB2,0.292129272,0.64,16,2|24|22,9|13|12|20|16|14|4|13|13|7|10,1.34,0
SARS-CoV2 E,P26599,PTBP1,0.208176503,0.65,3,0|4|5,7|7|6|6|3|3|2|3|8|5|4,0.61,0
SARS-CoV2 E,P26641,EEF1G,0.33225669,0.63,4,3|4|5,5|3|6|5|5|3|5|4|4|2|4,0.96,0
SARS-CoV2 E,P26885,FKBP2,0.334846122,0.52,1.33,1|2|1,1|2|2|2|1|1|1|0|2|1|1,1.05,0.03
SARS-CoV2 E,P27635,RPL10,0.32665605,0.64,4.67,2|7|5,7|6|6|6|5|5|5|7|6|3|3,0.87,0
SARS-CoV2 E,P27694,RPA1,0.251912794,0.69,0.67,0|1|1,0|1|0|1|1|0|0|0|1|0|0,1.83,0
SARS-CoV2 E,P27695,APEX1,0.220657652,0.41,8.67,0|15|11,6|5|3|15|8|5|2|4|2|2|3,1.73,0.15
SARS-CoV2 E,P27816,MAP4,0.208025714,0.57,3,0|3|6,6|2|3|4|2|4|3|2|4|4|3,0.89,0.01
SARS-CoV2 E,P27824,CANX,0.366704626,0,7.67,3|10|10,0|0|0|0|0|0|0|0|0|0|0,76.67,1
SARS-CoV2 E,P28070,PSMB4,0.218882626,0.49,1.67,1|4|0,2|2|2|0|1|1|3|0|1|5|3,0.92,0.06
